as_code;as_cx_wgs;as_cy_wgs;as_blx_wgs;as_bly_wgs;as_tlx_wgs;as_tly_wgs;as_trx_wgs;as_try_wgs;as_brx_wgs;as_bry_wgs;as_parent_oas
TGB101_100mX4193900000Y2993900000Z0;8.2262995153;50.0440936826;8.2256184042;50.0436333986;8.2255850543;50.0445322323;8.2269806394;50.0445539624;8.2270139631;50.0436551282;TGB101_500mX4193500000Y2993500000Z0
TGB101_100mX4192800000Y2988700000Z0;8.2126946607;49.9971141707;8.2120143395;49.9966538009;8.2119807835;49.997552643;8.2133749949;49.9975745365;8.2134085248;49.9966756939;TGB101_500mX4192500000Y2988500000Z0
TGB101_100mX4197500000Y3001500000Z0;8.2740745498;50.1131767905;8.2733920068;50.1127167982;8.2733594842;50.1136156292;8.2747571059;50.1136367787;8.2747896022;50.1127379472;TGB101_500mX4197500000Y3001500000Z0
TGB101_100mX4194400000Y2991300000Z0;8.2341402133;50.0208322859;8.2334593539;50.0203720462;8.2334261756;50.021270889;8.2348210856;50.0212925215;8.2348542378;50.0203936782;TGB101_500mX4194000000Y2991000000Z0
TGB101_100mX4192400000Y2989000000Z0;8.2070169271;49.9997229812;8.2063366237;49.9992625778;8.2063029583;50.0001614172;8.2076972434;50.0001833805;8.2077308826;49.9992845406;TGB101_500mX4192000000Y2989000000Z0
TGB101_100mX4196400000Y2989000000Z0;8.262788738;50.0005878409;8.2621078886;50.0001277697;8.262075269;50.0010266278;8.2634696003;50.001047908;8.2635021938;50.0001490495;TGB101_500mX4196000000Y2989000000Z0
TGB101_100mX4191000000Y2983900000Z0;8.1892300894;49.9535730011;8.1885506024;49.953112487;8.1885166524;49.9540113332;8.1899095894;49.9540335111;8.1899435133;49.9531346644;TGB101_500mX4191000000Y2983500000Z0
TGB101_100mX4196900000Y2985600000Z0;8.2708636393;49.9701326148;8.2701831399;49.9696725884;8.2701507029;49.9705714577;8.2715441516;49.970592637;8.2715765625;49.9696937673;TGB101_500mX4196500000Y2985500000Z0
TGB101_100mX4197400000Y2988900000Z0;8.2767643214;49.9999009238;8.2760833479;49.9994409358;8.2760509913;50.0003397988;8.2774453078;50.0003609078;8.2774776383;49.9994620444;TGB101_500mX4197000000Y2988500000Z0
TGB101_100mX4198200000Y2986900000Z0;8.2885611705;49.9820918591;8.2878803342;49.9816319395;8.2878482169;49.9825308113;8.2892420197;49.9825517746;8.2892741109;49.9816529023;TGB101_500mX4198000000Y2986500000Z0
TGB101_100mX4194000000Y2990100000Z0;8.2289597612;50.0099595071;8.2282791041;50.0094992354;8.2282458398;50.0103980795;8.2296404313;50.0104197746;8.2296736693;50.0095209301;TGB101_500mX4194000000Y2990000000Z0
TGB101_100mX4197700000Y2987900000Z0;8.281269812;49.9909755148;8.2805889207;49.9905155527;8.2805566577;49.9914144196;8.2819507162;49.9914354728;8.2819829531;49.9905366055;TGB101_500mX4197500000Y2987500000Z0
TGB101_100mX4200200000Y2984600000Z0;8.3171631762;49.9618333749;8.3164823508;49.9613736235;8.31645079;49.9622725103;8.3178440145;49.9622931221;8.3178755491;49.9613942348;TGB101_500mX4200000000Y2984500000Z0
TGB101_100mX4194000000Y2985500000Z0;8.2304876639;49.9686123909;8.2298075718;49.9681521239;8.2297743794;49.9690509801;8.2311677689;49.9690726538;8.2312009352;49.9681737971;TGB101_500mX4194000000Y2985500000Z0
TGB101_100mX4199700000Y2980800000Z0;8.3113998305;49.9275722915;8.3107195403;49.9271125021;8.3106879055;49.9280113967;8.3120801337;49.9280320768;8.3121117424;49.9271331818;TGB101_500mX4199500000Y2980500000Z0
TGB101_100mX4195700000Y2987700000Z0;8.2534546721;49.9887533242;8.2527740781;49.9882931961;8.2527412955;49.9891920544;8.254135279;49.9892134481;8.2541680355;49.9883145894;TGB101_500mX4195500000Y2987500000Z0
TGB101_100mX4195200000Y2979600000Z0;8.2491446887;49.9158379271;8.2484651567;49.9153777656;8.2484323683;49.916276643;8.2498242337;49.9162980846;8.2498569961;49.9153992068;TGB101_500mX4195000000Y2979500000Z0
TGB101_100mX4194500000Y2979100000Z0;8.2395665188;49.9111930449;8.2388871431;49.9107328258;8.2388541802;49.9116317013;8.2402459075;49.9116532598;8.2402788443;49.9107543839;TGB101_500mX4194500000Y2979000000Z0
TGB101_100mX4199400000Y2989000000Z0;8.3046187925;50.0012185559;8.3039375341;50.000758734;8.3039056989;50.0016576057;8.3053000639;50.0016783736;8.3053318729;50.0007795015;TGB101_500mX4199000000Y2989000000Z0
TGB101_100mX4197900000Y2988000000Z0;8.2840257066;49.9919164546;8.2833447758;49.991456509;8.2833125635;49.9923553765;8.2847066504;49.9923763961;8.2847388365;49.991477528;TGB101_500mX4197500000Y2988000000Z0
TGB101_100mX4197200000Y2988500000Z0;8.274105288;49.996263221;8.273424391;49.9958032168;8.2733919882;49.9967020799;8.2747861979;49.9967232212;8.2748185745;49.9958243576;TGB101_500mX4197000000Y2988500000Z0
TGB101_100mX4192500000Y2989300000Z0;8.2083103142;50.0024414549;8.2076299603;50.0019810595;8.2075963163;50.0028798986;8.2089906811;50.0029018462;8.2090242989;50.0020030066;TGB101_500mX4192500000Y2989000000Z0
TGB101_100mX4197700000Y2987100000Z0;8.2815277632;49.9837845692;8.2808469704;49.9833246079;8.2808147195;49.9842234769;8.2822085689;49.9842445265;8.2822407937;49.983345657;TGB101_500mX4197500000Y2987000000Z0
TGB101_100mX4195900000Y2984700000Z0;8.2572234424;49.961830176;8.2565431898;49.9613700675;8.2565105055;49.9622689346;8.257903708;49.9622902803;8.2579363662;49.9613914128;TGB101_500mX4195500000Y2984500000Z0
TGB101_100mX4191100000Y2983700000Z0;8.1906908325;49.9517974759;8.1900113563;49.9513369703;8.1899774356;49.9522358175;8.1913703216;49.9522579774;8.1914042162;49.9513591297;TGB101_500mX4191000000Y2983500000Z0
TGB101_100mX4190600000Y2988300000Z0;8.1821590413;49.993033057;8.1814790697;49.992572505;8.181444945;49.9934713377;8.1828390259;49.9934936049;8.1828731245;49.9925947718;TGB101_500mX4190500000Y2988000000Z0
TGB101_100mX4195000000Y2985600000Z0;8.2443885666;49.9697271329;8.2437083261;49.9692669488;8.243675393;49.9701658094;8.2450688201;49.9701873129;8.245101727;49.9692884518;TGB101_500mX4195000000Y2985500000Z0
TGB101_100mX4197000000Y2988100000Z0;8.271446653;49.9926254531;8.2707658325;49.9921654326;8.2707333835;49.9930642958;8.2721274864;49.9930854694;8.2721599092;49.9921866058;TGB101_500mX4197000000Y2988000000Z0
TGB101_100mX4200400000Y2984700000Z0;8.3199181049;49.9627734515;8.31923724;49.9623137167;8.31920573;49.9632126041;8.3205989828;49.9632331822;8.3206304667;49.9623342943;TGB101_500mX4200000000Y2984500000Z0
TGB101_100mX4196400000Y2989900000Z0;8.2624952173;50.0086775554;8.2618142571;50.0082174833;8.2617816237;50.0091163391;8.2631761904;50.0091376234;8.2632087976;50.0082387672;TGB101_500mX4196000000Y2989500000Z0
TGB101_100mX4196100000Y2989200000Z0;8.2585404154;50.0023216376;8.2578595823;50.0018615412;8.2578268812;50.0027603974;8.2592212614;50.0027817298;8.2592539364;50.0018828731;TGB101_500mX4196000000Y2989000000Z0
TGB101_100mX4196700000Y2988800000Z0;8.2670367509;49.9988538841;8.2663558853;49.998393838;8.2663233472;49.999292698;8.2677176296;49.9993139261;8.2677501416;49.9984150656;TGB101_500mX4196500000Y2988500000Z0
TGB101_100mX4194600000Y2986200000Z0;8.2386167455;49.9750341322;8.2379364858;49.9745739143;8.2379034391;49.9754727714;8.2392970182;49.9754943459;8.2393300388;49.9745954884;TGB101_500mX4194500000Y2986000000Z0
TGB101_100mX4191200000Y2984300000Z0;8.1918803879;49.9572127097;8.1912008246;49.9567522118;8.1911669205;49.9576510579;8.1925599642;49.9576732036;8.1925938422;49.956774357;TGB101_500mX4191000000Y2984000000Z0
TGB101_100mX4197300000Y2988500000Z0;8.2754994851;49.9962843536;8.2748185745;49.9958243576;8.2747861979;49.9967232212;8.2761804087;49.9967443454;8.2762127592;49.9958454814;TGB101_500mX4197000000Y2988500000Z0
TGB101_100mX4195000000Y2979400000Z0;8.2464266381;49.9139972564;8.2457471577;49.9135370785;8.2457143204;49.9144359555;8.2471061314;49.9144574303;8.2471389427;49.9135585528;TGB101_500mX4195000000Y2979000000Z0
TGB101_100mX4197500000Y2984900000Z0;8.2794501079;49.9639672696;8.2787696129;49.9635072938;8.2787373431;49.9644061677;8.2801306159;49.9644272414;8.2801628596;49.963528367;TGB101_500mX4197500000Y2984500000Z0
TGB101_100mX4197500000Y2988700000Z0;8.2782232571;49.9981242963;8.2775422947;49.9976643168;8.2775099672;49.9985631807;8.2789042325;49.9985842717;8.2789365338;49.9976854073;TGB101_500mX4197500000Y2988500000Z0
TGB101_100mX4200600000Y2984300000Z0;8.3228303539;49.9592190167;8.322149511;49.9587592989;8.3221180591;49.9596581883;8.3235112097;49.9596787304;8.3235426355;49.9587798406;TGB101_500mX4200500000Y2984000000Z0
TGB101_100mX4192300000Y2988800000Z0;8.2056900093;49.9979033307;8.2050097441;49.9974429193;8.2049760558;49.9983417587;8.2063702874;49.9983637381;8.2064039496;49.9974648981;TGB101_500mX4192000000Y2988500000Z0
TGB101_100mX4195200000Y2986800000Z0;8.2467808729;49.9805564269;8.2461004577;49.9800962582;8.2460675584;49.9809951165;8.2474613011;49.9810165914;8.2474941743;49.9801177327;TGB101_500mX4195000000Y2986500000Z0
TGB101_100mX4197200000Y2985100000Z0;8.2752056607;49.9657017174;8.2745251819;49.9652417164;8.2744928308;49.9661405884;8.2758861524;49.9661617142;8.2759184774;49.9652628418;TGB101_500mX4197000000Y2985000000Z0
TGB101_100mX4197300000Y2988600000Z0;8.2754671207;49.9971832172;8.2747861979;49.9967232212;8.2747538197;49.9976220845;8.2761480566;49.9976432091;8.2761804087;49.9967443454;TGB101_500mX4197000000Y2988500000Z0
TGB101_100mX4196600000Y2989300000Z0;8.2654797072;50.0033269433;8.2647987936;50.0028668884;8.2647662217;50.0037657467;8.2661606337;50.0037869941;8.2661931795;50.0028881354;TGB101_500mX4196500000Y2989000000Z0
TGB101_100mX4191100000Y2984500000Z0;8.1904195203;49.9589882469;8.1897399461;49.9585277405;8.1897060127;49.9594265856;8.1910991074;49.9594487493;8.1911330147;49.9585499037;TGB101_500mX4191000000Y2984500000Z0
TGB101_100mX4190000000Y2988100000Z0;8.1738631893;49.9911014872;8.1731833241;49.9906408856;8.1731490459;49.9915397159;8.1745430674;49.9915620846;8.1745773195;49.9906632539;TGB101_500mX4190000000Y2988000000Z0
TGB101_100mX4196500000Y2988800000Z0;8.2642482145;49.9988113943;8.2635673761;49.9983513316;8.2635347857;49.9992501906;8.2649290659;49.9992714529;8.2649616301;49.9983725933;TGB101_500mX4196500000Y2988500000Z0
TGB101_100mX4194700000Y2979100000Z0;8.2423499496;49.9112361275;8.2416705467;49.910775925;8.2416376358;49.9116748014;8.2430293654;49.9116963259;8.2430622502;49.910797449;TGB101_500mX4194500000Y2979000000Z0
TGB101_100mX4196300000Y2989400000Z0;8.2612638774;50.0041619819;8.2605829924;50.0037019019;8.2605503406;50.0046007585;8.2619447753;50.0046220577;8.2619774011;50.0037232006;TGB101_500mX4196000000Y2989000000Z0
TGB101_100mX4200100000Y2984800000Z0;8.3157068148;49.9636105275;8.3150259784;49.9631507677;8.3149943886;49.9640496535;8.3163876641;49.9640702832;8.3164192278;49.9631713969;TGB101_500mX4200000000Y2984500000Z0
TGB101_100mX4190500000Y2987900000Z0;8.1809015122;49.9894154497;8.1802216033;49.9889548898;8.1801874589;49.989853723;8.1815814341;49.9898760054;8.1816155524;49.9889771717;TGB101_500mX4190500000Y2987500000Z0
TGB101_100mX4196200000Y2989400000Z0;8.2598694563;50.0041406744;8.259188585;50.0036805862;8.2591559069;50.0045794423;8.2605503406;50.0046007585;8.2605829924;50.0037019019;TGB101_500mX4196000000Y2989000000Z0
TGB101_100mX4197200000Y2989200000Z0;8.2738785225;50.0025552578;8.2731975394;50.0020952529;8.2731651259;50.0029941141;8.2745595186;50.0030152586;8.2745919059;50.0021163969;TGB101_500mX4197000000Y2989000000Z0
TGB101_100mX4185600000Y2988700000Z0;8.1123154676;49.9954935992;8.1116361306;49.9950326322;8.1116006928;49.9959314393;8.1129948176;49.9959545621;8.1130302293;49.9950557545;TGB101_500mX4185500000Y2988500000Z0
TGB101_100mX4196800000Y2990000000Z0;8.2680409243;50.0096614129;8.2673598973;50.009201374;8.267327367;50.0101002313;8.2687219644;50.0101214478;8.2687544685;50.00922259;TGB101_500mX4196500000Y2990000000Z0
TGB101_100mX4199400000Y2984100000Z0;8.3061762837;49.9571735164;8.3054956286;49.9567136991;8.3054638665;49.9576125837;8.3068569517;49.9576333296;8.3068886877;49.9567344446;TGB101_500mX4199000000Y2984000000Z0
TGB101_100mX4192900000Y2989100000Z0;8.2139547797;50.0007314247;8.2132743957;50.0002710627;8.2132408595;50.0011699042;8.2146351766;50.0011917825;8.2146686867;50.0002929405;TGB101_500mX4192500000Y2989000000Z0
TGB101_100mX4195500000Y2979800000Z0;8.2532548533;49.917699932;8.252575256;49.9172397952;8.2525425427;49.9181386734;8.2539344635;49.9181600648;8.2539671508;49.9172611861;TGB101_500mX4195500000Y2979500000Z0
TGB101_100mX4195700000Y2991000000Z0;8.2523724393;50.0184155129;8.2516914392;50.0179553815;8.2516586058;50.0188542312;8.2530534523;50.0188756401;8.2530862596;50.01797679;TGB101_500mX4195500000Y2991000000Z0
TGB101_100mX4197300000Y2988400000Z0;8.275531848;49.9953854897;8.2748509497;49.9949254938;8.2748185745;49.9958243576;8.2762127592;49.9958454814;8.2762451082;49.9949466172;TGB101_500mX4197000000Y2988000000Z0
TGB101_100mX4199300000Y2989000000Z0;8.3032244411;50.0011977796;8.3025431964;50.0007379495;8.302511335;50.0016368207;8.3039056989;50.0016576057;8.3039375341;50.000758734;TGB101_500mX4199000000Y2989000000Z0
TGB101_100mX4190400000Y2991200000Z0;8.1783794806;50.019054505;8.1776991804;50.0185939332;8.1776649569;50.0194927574;8.1790597938;50.0195150727;8.1790939911;50.0186162481;TGB101_500mX4190000000Y2991000000Z0
TGB101_100mX4196900000Y2988700000Z0;8.2698577639;49.9979974443;8.2691768833;49.9975374149;8.269144399;49.9984362761;8.2705386575;49.9984574696;8.2705711157;49.9975586079;TGB101_500mX4196500000Y2988500000Z0
TGB101_100mX4194700000Y2990800000Z0;8.2384903235;50.0164028801;8.2378094847;50.0159426658;8.2377763927;50.0168415114;8.2391711753;50.0168630903;8.2392042412;50.0159642443;TGB101_500mX4194500000Y2990500000Z0
TGB101_100mX4194600000Y2988600000Z0;8.2378234907;49.9966066329;8.2371429361;49.9961464126;8.2371098521;49.9970452634;8.2385040583;49.9970668491;8.2385371161;49.9961679978;TGB101_500mX4194500000Y2988500000Z0
TGB101_100mX4194900000Y2989900000Z0;8.2415770417;50.0083563723;8.2408962863;50.0078961756;8.2408632605;50.0087950244;8.2422578101;50.0088165649;8.2422908096;50.0079177156;TGB101_500mX4194500000Y2989500000Z0
TGB101_100mX4196800000Y2989400000Z0;8.2682360001;50.0042682628;8.2675550469;50.0038082245;8.2675225258;50.0047070834;8.2689169662;50.0047282971;8.2689494612;50.0038294377;TGB101_500mX4196500000Y2989000000Z0
TGB101_100mX4190500000Y2988000000Z0;8.1808673801;49.990314283;8.1801874589;49.989853723;8.1801533129;49.990752556;8.1815473143;49.9907748389;8.1815814341;49.9898760054;TGB101_500mX4190500000Y2988000000Z0
TGB101_100mX4191900000Y2989100000Z0;8.2000117977;50.0005117899;8.1993315503;50.0000513449;8.1992977526;50.0009501817;8.200692058;50.0009722308;8.2007258295;50.0000733935;TGB101_500mX4191500000Y2989000000Z0
TGB101_100mX4195100000Y2986600000Z0;8.2454529655;49.9787372269;8.2447725885;49.9782770502;8.2447396661;49.9791759085;8.2461333555;49.9791973996;8.2461662517;49.9782985408;TGB101_500mX4195000000Y2986500000Z0
TGB101_100mX4196400000Y2990200000Z0;8.2623973495;50.0113741222;8.2617163524;50.0109140498;8.2616837144;50.0118129048;8.2630783595;50.0118341905;8.2631109714;50.0109353351;TGB101_500mX4196000000Y2990000000Z0
TGB101_100mX4201900000Y2979600000Z0;8.3424013088;49.9172362492;8.3417208675;49.9167766435;8.3416898233;49.917675551;8.343081763;49.9176958508;8.3431127811;49.9167969429;TGB101_500mX4201500000Y2979500000Z0
TGB101_100mX4197100000Y2989100000Z0;8.2725165692;50.0016352438;8.2718356121;50.0011752307;8.271803174;50.0020740917;8.2731975394;50.0020952529;8.2732299513;50.0011963913;TGB101_500mX4197000000Y2989000000Z0
TGB101_100mX4193900000Y2985300000Z0;8.2291606959;49.9667929966;8.2284806421;49.9663327215;8.2284474266;49.9672315777;8.2298407628;49.9672532675;8.2298739521;49.9663544108;TGB101_500mX4193500000Y2985000000Z0
TGB101_100mX4194100000Y2988600000Z0;8.2308525397;49.9964984921;8.2301720534;49.9960382302;8.2301388387;49.9969370787;8.2315330391;49.9969587498;8.2315662276;49.9960599009;TGB101_500mX4194000000Y2988500000Z0
TGB101_100mX4175100000Y2987400000Z0;7.9664367422;49.9812878113;7.9657590023;49.9808259771;7.9657208443;49.9817247332;7.9671144951;49.9817496415;7.967152627;49.9808508849;TGB101_500mX4175000000Y2987000000Z0
TGB101_100mX4195700000Y2987500000Z0;8.253520208;49.9869556066;8.2528396386;49.9864954788;8.2528068591;49.9873943376;8.2542007904;49.9874157304;8.2542335438;49.9865168711;TGB101_500mX4195500000Y2987500000Z0
TGB101_100mX4200700000Y2984400000Z0;8.3241920784;49.96013844;8.3235112097;49.9596787304;8.3234797823;49.96057762;8.3248729601;49.9605981455;8.3249043613;49.9596992555;TGB101_500mX4200500000Y2984000000Z0
TGB101_100mX4181700000Y2985700000Z0;8.0590386014;49.9676150879;8.0583601643;49.9671538016;8.0583237587;49.9680525969;8.0597170514;49.9680763702;8.0597534309;49.9671775743;TGB101_500mX4181500000Y2985500000Z0
TGB101_100mX4196700000Y2984000000Z0;8.2685961943;49.955708291;8.2679159187;49.9552482496;8.2678834539;49.9561471222;8.2692764828;49.9561683283;8.2693089216;49.9552694553;TGB101_500mX4196500000Y2984000000Z0
TGB101_100mX4197500000Y2988400000Z0;8.2783201934;49.9954277027;8.2776392678;49.9949677234;8.277606945;49.9958665881;8.2790011319;49.9958876778;8.2790334286;49.9949888126;TGB101_500mX4197500000Y2988000000Z0
TGB101_100mX4200300000Y2984800000Z0;8.318493342;49.9636517522;8.3178124784;49.963192009;8.3177809408;49.9640908958;8.3191742185;49.9641114913;8.31920573;49.9632126041;TGB101_500mX4200000000Y2984500000Z0
TGB101_100mX4197500000Y2988800000Z0;8.278190942;49.9990231603;8.2775099672;49.9985631807;8.2774776383;49.9994620444;8.2788719297;49.9994831358;8.2789042325;49.9985842717;TGB101_500mX4197500000Y2988500000Z0
TGB101_100mX4194000000Y2992000000Z0;8.2283277069;50.0270375024;8.227646816;50.0265772287;8.2276135221;50.0274760678;8.2290086107;50.0274977719;8.2290418785;50.0265989323;TGB101_500mX4194000000Y2992000000Z0
TGB101_100mX4195700000Y2990100000Z0;8.2526677601;50.0103258532;8.2519868708;50.0098657227;8.2519540513;50.0107645747;8.2533486623;50.0107859796;8.2533814557;50.0098871271;TGB101_500mX4195500000Y2990000000Z0
TGB101_100mX4197500000Y2988900000Z0;8.2781586254;49.9999220241;8.2774776383;49.9994620444;8.2774453078;50.0003609078;8.2788396254;50.0003819997;8.2788719297;49.9994831358;TGB101_500mX4197500000Y2988500000Z0
TGB101_100mX4196400000Y2988900000Z0;8.2628213438;49.9996889825;8.2621405067;49.9992289114;8.2621078886;50.0001277697;8.2635021938;50.0001490495;8.2635347857;49.9992501906;TGB101_500mX4196000000Y2988500000Z0
TGB101_100mX4195100000Y2997900000Z0;8.2417243259;50.0803065881;8.2410425572;50.0798463997;8.2410094595;50.0807452288;8.2424061077;50.0807667724;8.2424391792;50.0798679428;TGB101_500mX4195000000Y2997500000Z0
TGB101_100mX4199900000Y2984500000Z0;8.3130151721;49.9608725778;8.3123343998;49.9604128017;8.3123027623;49.9613116874;8.3136959573;49.9613323498;8.3137275688;49.9604334637;TGB101_500mX4199500000Y2984500000Z0
TGB101_100mX4196900000Y2989300000Z0;8.2696629092;50.0033906081;8.2689819546;50.0029305781;8.2689494612;50.0038294377;8.2703438766;50.0038506339;8.2703763439;50.0029517739;TGB101_500mX4196500000Y2989000000Z0
TGB101_100mX4189900000Y2987800000Z0;8.1725720481;49.9883826188;8.1718922334;49.9879220093;8.1718579338;49.9888208399;8.1732518758;49.9888432243;8.1732861492;49.9879443932;TGB101_500mX4189500000Y2987500000Z0
TGB101_100mX4198300000Y2986700000Z0;8.2900191139;49.9803150682;8.2893382886;49.979855157;8.2893062005;49.9807540298;8.2906999522;49.9807749752;8.2907320142;49.9798761019;TGB101_500mX4198000000Y2986500000Z0
TGB101_100mX4191600000Y2986400000Z0;8.1967426477;49.9761769097;8.1960627725;49.9757164427;8.1960289394;49.9766152851;8.1974225358;49.9766373726;8.1974563429;49.9757385296;TGB101_500mX4191500000Y2986000000Z0
TGB101_100mX4197600000Y2987200000Z0;8.2801016626;49.98466238;8.2794208712;49.9842024103;8.2793885926;49.9851012786;8.2807824671;49.9851223457;8.2808147195;49.9842234769;TGB101_500mX4197500000Y2987000000Z0
TGB101_100mX4196000000Y2989600000Z0;8.2570151799;50.0058957187;8.2563343112;50.0054356137;8.2563015778;50.0063344684;8.2576960615;50.0063558196;8.2577287687;50.0054569645;TGB101_500mX4196000000Y2989500000Z0
TGB101_100mX4192500000Y2988900000Z0;8.2084448251;49.9988460954;8.2077645203;49.9983857004;8.2077308826;49.9992845406;8.2091251428;49.9993064862;8.2091587543;49.9984076456;TGB101_500mX4192500000Y2988500000Z0
TGB101_100mX4198700000Y2989800000Z0;8.294602267;50.0082637059;8.2939210054;50.007803825;8.2938889751;50.0087026915;8.2952835416;50.0087235826;8.2953155457;50.0078247156;TGB101_500mX4198500000Y2989500000Z0
TGB101_100mX4186300000Y2980000000Z0;8.1251340688;49.9174574926;8.1244556987;49.9169965936;8.1244205874;49.9178954273;8.1258124518;49.9179183875;8.1258475371;49.9170195533;TGB101_500mX4186000000Y2980000000Z0
TGB101_100mX4197300000Y2979400000Z0;8.2784382925;49.9144866635;8.2777584998;49.9140266763;8.277726261;49.9149255638;8.2791180981;49.9149466467;8.2791503108;49.9140477587;TGB101_500mX4197000000Y2979000000Z0
TGB101_100mX4196600000Y2988900000Z0;8.2656099302;49.9997315074;8.2649290659;49.9992714529;8.2648965001;50.0001703121;8.2662908075;50.0001915577;8.2663233472;49.999292698;TGB101_500mX4196500000Y2988500000Z0
TGB101_100mX4198900000Y2986900000Z0;8.2983177259;49.9822381826;8.2976367943;49.9817783211;8.2976048599;49.9826771961;8.2989986705;49.9826980399;8.2990305788;49.9817991645;TGB101_500mX4198500000Y2986500000Z0
TGB101_100mX4196200000Y2990200000Z0;8.2596080876;50.0113315171;8.2589271178;50.0108714281;8.2588944275;50.0117702821;8.2602890704;50.011791602;8.2603217345;50.0108927475;TGB101_500mX4196000000Y2990000000Z0
TGB101_100mX4196700000Y2987100000Z0;8.2675894557;49.9835732223;8.2669087992;49.9831131779;8.2668762871;49.9840120423;8.2682701252;49.9840332626;8.2683026112;49.9831343977;TGB101_500mX4196500000Y2987000000Z0
TGB101_100mX4195000000Y2990300000Z0;8.2428396203;50.0119733001;8.242158802;50.0115131112;8.2421257963;50.0124119595;8.2435204516;50.0124334848;8.2435534312;50.0115346361;TGB101_500mX4195000000Y2990000000Z0
TGB101_100mX4194600000Y2991500000Z0;8.2368637806;50.0226732037;8.2361828693;50.0222129804;8.2361497402;50.0231118237;8.2375447049;50.0231334229;8.2375778078;50.0222345792;TGB101_500mX4194500000Y2991500000Z0
TGB101_100mX4194200000Y2984800000Z0;8.2335062715;49.9623636959;8.2328262381;49.9619034462;8.2327931087;49.9628023052;8.2341863178;49.9628239414;8.2342194211;49.961925082;TGB101_500mX4194000000Y2984500000Z0
TGB101_100mX4196100000Y2988900000Z0;8.2586384726;49.9996250671;8.2579576764;49.999164971;8.2579249799;50.000063828;8.2593192817;50.000085159;8.259351952;49.9991863016;TGB101_500mX4196000000Y2988500000Z0
TGB101_100mX4194000000Y2990000000Z0;8.2289930116;50.0090606626;8.2283123667;50.008600391;8.2282791041;50.0094992354;8.2296736693;50.0095209301;8.2297069059;50.0086220853;TGB101_500mX4194000000Y2990000000Z0
