SOB_ID;as_code;ring
SOB_20251217T163546179352Z_EZB4GMLS45EU;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546179482Z_NWJURVUCGZBM;TGB101_10mX4197480000Y2988840000Z0;0
SOB_20251217T163546179608Z_APLZR4B5FNHC;TGB101_10mX4196740000Y2989030000Z0;0
SOB_20251217T163546179736Z_GKLQPSW6TNHH;TGB101_10mX4175260000Y2987600000Z0;0
SOB_20251217T163546179857Z_EPFTWQTPZBDD;TGB101_10mX4194290000Y2984890000Z0;0
SOB_20251217T163546179985Z_7SK7RDOR6FHG;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546180111Z_OZCVHVFRHNCX;TGB101_10mX4195520000Y2979850000Z0;0
SOB_20251217T163546180232Z_VOG7LTQF25HE;TGB101_10mX4197330000Y2988590000Z0;0
SOB_20251217T163546180351Z_XV24SHKA3VH4;TGB101_10mX4195890000Y2990260000Z0;0
SOB_20251217T163546180474Z_KXVJ5O44KRF7;TGB101_10mX4197870000Y2989870000Z0;0
SOB_20251217T163546180593Z_RWQY2SBHVNHB;TGB101_10mX4197460000Y2988920000Z0;0
SOB_20251217T163546180723Z_C2DUP2XMFFH5;TGB101_10mX4196810000Y2989120000Z0;0
SOB_20251217T163546180848Z_N6NXV3M2XJGI;TGB101_10mX4196530000Y2989180000Z0;0
SOB_20251217T163546180971Z_3NPKUHHFXFFG;TGB101_10mX4192280000Y2988970000Z0;0
SOB_20251217T163546181091Z_OGISJVAXTFCX;TGB101_10mX4187920000Y2993420000Z0;0
SOB_20251217T163546181214Z_MBWWTEXBQJB2;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546181346Z_DLCZKHGGLJES;TGB101_10mX4197450000Y2988960000Z0;0
SOB_20251217T163546181467Z_AUJYBUUWANGR;TGB101_10mX4196740000Y2989030000Z0;0
SOB_20251217T163546181578Z_QQ44CQAW55AK;TGB101_10mX4196860000Y2984060000Z0;0
SOB_20251217T163546181753Z_R6JGESLZMFFE;TGB101_10mX4196720000Y2984090000Z0;0
SOB_20251217T163546181960Z_UAV4G5FTMRFC;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546182110Z_45MZXU42SNFE;TGB101_10mX4202540000Y2990690000Z0;0
SOB_20251217T163546182242Z_H2XDFMZQ6ZG6;TGB101_10mX4197320000Y2988610000Z0;0
SOB_20251217T163546182367Z_B6R3NMXGXZAR;TGB101_10mX4195890000Y2990260000Z0;0
SOB_20251217T163546182493Z_36CZAVMFNZBF;TGB101_10mX4197870000Y2989870000Z0;0
SOB_20251217T163546182623Z_A5ON73C27ZDI;TGB101_10mX4197460000Y2988920000Z0;0
SOB_20251217T163546182742Z_OWTQREXOENFS;TGB101_10mX4196740000Y2989160000Z0;0
SOB_20251217T163546182875Z_UUHEX3KH5NGR;TGB101_10mX4202670000Y2990670000Z0;0
SOB_20251217T163546183056Z_VQ6DSYOUCFCI;TGB101_10mX4202670000Y2990670000Z0;0
SOB_20251217T163546183359Z_3TOVHP53OBHQ;TGB101_10mX4198080000Y2989940000Z0;0
SOB_20251217T163546183598Z_MNQNRBGGKVBP;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546183741Z_7UKRSM7ZZBC6;TGB101_10mX4179040000Y2986100000Z0;0
SOB_20251217T163546183873Z_HXTCN3BMTND4;TGB101_10mX4196740000Y2989030000Z0;0
SOB_20251217T163546183995Z_TJXFCK4NFFE2;TGB101_10mX4202640000Y2990550000Z0;0
SOB_20251217T163546184116Z_JYZB6UTSLFAR;TGB101_10mX4203590000Y2990330000Z0;0
SOB_20251217T163546184239Z_ZEYPXXKUJFBN;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546184360Z_ENAZH36E7BD3;TGB101_10mX4189730000Y2991730000Z0;0
SOB_20251217T163546184491Z_VKMYXQKI5NCP;TGB101_10mX4197220000Y2988690000Z0;0
SOB_20251217T163546184615Z_TDIAFUZYDVDF;TGB101_10mX4195930000Y2990260000Z0;0
SOB_20251217T163546184760Z_DLUC3FZ75NDZ;TGB101_10mX4194830000Y2993490000Z0;0
SOB_20251217T163546185011Z_75NLLYYBYVBU;TGB101_10mX4197460000Y2988920000Z0;0
SOB_20251217T163546185254Z_YJRSY6FSSZEC;TGB101_10mX4196740000Y2989160000Z0;0
SOB_20251217T163546185462Z_CBDBF7VAS5CB;TGB101_10mX4196610000Y2989340000Z0;0
SOB_20251217T163546185714Z_M5ZTWWKYJNBM;TGB101_10mX4192300000Y2988900000Z0;0
SOB_20251217T163546185960Z_YCD5LDMAW5BI;TGB101_10mX4198080000Y2989940000Z0;0
SOB_20251217T163546186182Z_WCPGBBB7HZAU;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546186399Z_4I4GM7IS3JEZ;TGB101_10mX4197300000Y2989340000Z0;0
SOB_20251217T163546186645Z_PFSBRYD7BNHD;TGB101_10mX4196740000Y2989030000Z0;0
SOB_20251217T163546186820Z_6E6Z5QTUMJF2;TGB101_10mX4175260000Y2987600000Z0;0
SOB_20251217T163546186950Z_PAKUAJYQMZDR;TGB101_10mX4189710000Y2991700000Z0;0
SOB_20251217T163546187086Z_JSBEOJ5DFBGU;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546187225Z_6OXSZP7GNVHO;TGB101_10mX4199440000Y2989030000Z0;0
SOB_20251217T163546187348Z_2ECEBCLO3VDG;TGB101_10mX4197270000Y2988650000Z0;0
SOB_20251217T163546187476Z_FRTGXDGJYNFX;TGB101_10mX4195890000Y2990240000Z0;0
SOB_20251217T163546187615Z_5GXM5KEJVNHJ;TGB101_10mX4196570000Y2989020000Z0;0
SOB_20251217T163546187736Z_ITYVSZ2UXNGU;TGB101_10mX4197460000Y2988920000Z0;0
SOB_20251217T163546187855Z_HJ5XLSQL75AE;TGB101_10mX4196740000Y2989160000Z0;0
SOB_20251217T163546187982Z_PCSKNDLC55AZ;TGB101_10mX4196610000Y2989340000Z0;0
SOB_20251217T163546188102Z_WDQD4JBMB5HE;TGB101_10mX4192310000Y2988870000Z0;0
SOB_20251217T163546188228Z_RBALW6I6V5GJ;TGB101_10mX4198080000Y2989940000Z0;0
SOB_20251217T163546188350Z_IEYUQDXA4VCY;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546188471Z_O5EYFRMMQVBR;TGB101_10mX4197300000Y2989340000Z0;0
SOB_20251217T163546188588Z_KZKBT6JAJZGS;TGB101_10mX4196740000Y2989030000Z0;0
SOB_20251217T163546188718Z_O4P4SUDCV5AV;TGB101_10mX4200290000Y2984670000Z0;0
SOB_20251217T163546188843Z_MMC7KXJDRBD3;TGB101_10mX4200360000Y2984660000Z0;0
SOB_20251217T163546188962Z_M4BUHBMUBJCX;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546189081Z_VDXNXPYX2FHV;TGB101_10mX4197130000Y2989170000Z0;0
SOB_20251217T163546189204Z_ND7NVLZLDFCF;TGB101_10mX4197250000Y2988670000Z0;0
SOB_20251217T163546189323Z_Q7ZTBWCBLZAG;TGB101_10mX4195990000Y2990280000Z0;0
SOB_20251217T163546189449Z_G7Q7LKPXYBB5;TGB101_10mX4169930000Y2986110000Z0;0
SOB_20251217T163546189574Z_AE22JW2N3NFO;TGB101_10mX4197460000Y2988920000Z0;0
SOB_20251217T163546189700Z_BEKHR5M2IZDI;TGB101_10mX4196740000Y2989160000Z0;0
SOB_20251217T163546189819Z_CJ32654YANAP;TGB101_10mX4196610000Y2989340000Z0;0
SOB_20251217T163546189942Z_YWYMBPG4TBCW;TGB101_10mX4192260000Y2989070000Z0;0
SOB_20251217T163546190061Z_LT5GLMOESJGO;TGB101_10mX4198080000Y2989940000Z0;0
SOB_20251217T163546190187Z_GZ6CHTLC4VC5;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546190312Z_557BSRJUVJFD;TGB101_10mX4197300000Y2989340000Z0;0
SOB_20251217T163546190443Z_KDGYRUTUFZDY;TGB101_10mX4196740000Y2989030000Z0;0
SOB_20251217T163546190556Z_7ZEHYX32IZCF;TGB101_10mX4200380000Y2984650000Z0;0
SOB_20251217T163546190671Z_TKEIVXYRPVCY;TGB101_10mX4200470000Y2984660000Z0;0
SOB_20251217T163546190792Z_RRW7OBNF6VHO;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546190901Z_RKB5FDUFPRGR;TGB101_10mX4191780000Y2984290000Z0;0
SOB_20251217T163546191015Z_75Q3EA2FR5CP;TGB101_10mX4197240000Y2988670000Z0;0
SOB_20251217T163546191128Z_WXIC3ILZM5G4;TGB101_10mX4196050000Y2990340000Z0;0
SOB_20251217T163546191268Z_ZVJZAANFQRHG;TGB101_10mX4197720000Y2987930000Z0;0
SOB_20251217T163546191386Z_Q674CMP3PNAS;TGB101_10mX4197460000Y2988920000Z0;0
SOB_20251217T163546191500Z_FPOWJG2OOBEZ;TGB101_10mX4196740000Y2989160000Z0;0
SOB_20251217T163546191614Z_DCHQG72POBHR;TGB101_10mX4196610000Y2989340000Z0;0
SOB_20251217T163546191727Z_DXPIJ2ZANNEP;TGB101_10mX4192300000Y2988940000Z0;0
SOB_20251217T163546191841Z_2AKIVQBUTFAP;TGB101_10mX4198080000Y2989940000Z0;0
SOB_20251217T163546191960Z_XWMJSBX7Y5EE;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546192091Z_UQ3ZL3QKVNC4;TGB101_10mX4197390000Y2989190000Z0;0
SOB_20251217T163546192206Z_PL5RUFNUCNB6;TGB101_10mX4196740000Y2989030000Z0;0
SOB_20251217T163546192317Z_MFTBWGOOR5DG;TGB101_10mX4197680000Y2987240000Z0;0
SOB_20251217T163546192427Z_6NPM734RW5AJ;TGB101_10mX4197750000Y2987160000Z0;0
SOB_20251217T163546192543Z_GJTJCNUCN5FI;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546192664Z_RWRVOUJJMJAA;TGB101_10mX4200760000Y2988420000Z0;0
SOB_20251217T163546192776Z_H3HRJ2SNVZCI;TGB101_10mX4197230000Y2988690000Z0;0
SOB_20251217T163546192891Z_P2PI3OFGI5FZ;TGB101_10mX4195720000Y2990110000Z0;0
SOB_20251217T163546193007Z_XHTKFKPAERCG;TGB101_10mX4194900000Y2993710000Z0;0
SOB_20251217T163546193117Z_6TZJKBIFZVAJ;TGB101_10mX4197460000Y2988920000Z0;0
SOB_20251217T163546193241Z_KX2KQOYVZFEV;TGB101_10mX4196740000Y2989160000Z0;0
SOB_20251217T163546193363Z_HTXSZMZ4FRGI;TGB101_10mX4196610000Y2989340000Z0;0
SOB_20251217T163546193527Z_DSBYVC5TCREH;TGB101_10mX4197940000Y2987210000Z0;0
SOB_20251217T163546193759Z_3RDG6FFVWNGO;TGB101_10mX4196680000Y2989540000Z0;0
SOB_20251217T163546193987Z_DSYQ6FUMZJDR;TGB101_10mX4197850000Y2987210000Z0;0
SOB_20251217T163546194208Z_JGLW3TJAR5HQ;TGB101_10mX4197380000Y2989300000Z0;0
SOB_20251217T163546194433Z_BTU7PE5L6JHF;TGB101_10mX4196740000Y2989030000Z0;0
SOB_20251217T163546194654Z_VUYUGAHD2BE2;TGB101_10mX4175260000Y2987600000Z0;0
SOB_20251217T163546194859Z_ZR4GYS6YMRCZ;TGB101_10mX4175140000Y2987400000Z0;0
SOB_20251217T163546195056Z_DAIGHDWNFRHH;TGB101_10mX4197150000Y2989020000Z0;0
SOB_20251217T163546195334Z_WESAHVW2QZAS;TGB101_10mX4199980000Y2990580000Z0;0
SOB_20251217T163546195507Z_7NF36Z66ABEQ;TGB101_10mX4197220000Y2988690000Z0;0
SOB_20251217T163546195633Z_OGR23QAPVFAI;TGB101_10mX4195890000Y2990240000Z0;0
SOB_20251217T163546195790Z_F4KRPZNBWBC3;TGB101_10mX4194930000Y2993770000Z0;0
SOB_20251217T163546195927Z_SDLTA4C4TRBV;TGB101_10mX4197460000Y2988920000Z0;0
SOB_20251217T163546196048Z_TKSUPS6CUBAT;TGB101_10mX4196740000Y2989160000Z0;0
SOB_20251217T163546196182Z_MLC7UHSRLNGR;TGB101_10mX4196610000Y2989340000Z0;0
SOB_20251217T163546196310Z_2EDKZG6HI5HL;TGB101_10mX4192260000Y2989070000Z0;0
SOB_20251217T163546196432Z_BNKPCSSDANGE;TGB101_10mX4198080000Y2989940000Z0;0
SOB_20251217T163546196555Z_DFPA43EKPZB5;TGB101_10mX4197310000Y2989000000Z0;0
SOB_20251217T163546196682Z_D6QY43JHJNGB;TGB101_10mX4196180000Y2989680000Z0;0
SOB_20251217T163546196813Z_HD5ZW7HWZJBN;TGB101_10mX4196740000Y2989030000Z0;0
SOB_20251217T163546196933Z_FYQ4XLPPA5FW;TGB101_10mX4196400000Y2988410000Z0;0
SOB_20251217T163546197057Z_DQLKXPN7JNCB;TGB101_10mX4196440000Y2988410000Z0;0
SOB_20251217T163546197177Z_CW5SE34KZZF3;TGB101_10mX4197270000Y2988950000Z0;0
SOB_20251217T163546197296Z_KTBVSTH7F5DI;TGB101_10mX4191960000Y2989150000Z0;0
SOB_20251217T163546197420Z_E2FTDQ7X4RFV;TGB101_10mX4197230000Y2988700000Z0;0
SOB_20251217T163546197547Z_BWUXWKNJXVBE;TGB101_10mX4196040000Y2990390000Z0;0
SOB_20251217T163546197715Z_GPU742QM7FHR;TGB101_10mX4196800000Y2989820000Z0;0
SOB_20251217T163546197861Z_PLOQY56FWND5;TGB101_10mX4197470000Y2988940000Z0;0
SOB_20251217T163546197984Z_EHC6B5KPPFAJ;TGB101_10mX4196710000Y2989180000Z0;0
SOB_20251217T163546198156Z_DNWH7PIQXNHB;TGB101_10mX4193940000Y2993980000Z0;0
SOB_20251217T163546198291Z_M6P7WDWIDRA5;TGB101_10mX4200190000Y2984890000Z0;0
SOB_20251217T163546198411Z_DEQBVE7R4RDQ;TGB101_10mX4200200000Y2984840000Z0;0
SOB_20251217T163546198530Z_KXJPAJJ3I5BF;TGB101_10mX4200370000Y2984820000Z0;0
SOB_20251217T163546198656Z_VIS3PKJ5YJHD;TGB101_10mX4200450000Y2984740000Z0;0
SOB_20251217T163546198777Z_3PT4UNZWT5D6;TGB101_10mX4200730000Y2984480000Z0;0
SOB_20251217T163546198900Z_XXNHZRAIMBEL;TGB101_10mX4200320000Y2984840000Z0;0
SOB_20251217T163546199021Z_IKNHQMOATNFK;TGB101_10mX4200610000Y2984310000Z0;0
SOB_20251217T163546199146Z_AF7XPEV2QNEI;TGB101_10mX4200220000Y2984300000Z0;0
SOB_20251217T163546199265Z_7EWTB5F6UBEX;TGB101_10mX4199990000Y2984020000Z0;0
SOB_20251217T163546199387Z_OZDQVWX7PJB4;TGB101_10mX4199490000Y2984090000Z0;0
SOB_20251217T163546199514Z_Y4DCYQOTPVEH;TGB101_10mX4199690000Y2983670000Z0;0
SOB_20251217T163546199638Z_RGD5XVCMJ5FZ;TGB101_10mX4199450000Y2984110000Z0;0
SOB_20251217T163546199757Z_35YC2C6KWZBK;TGB101_10mX4202460000Y2987900000Z0;0
SOB_20251217T163546199882Z_6S4D2TZDYNHD;TGB101_10mX4202870000Y2987560000Z0;0
SOB_20251217T163546200002Z_BVJU4OVCP5CK;TGB101_10mX4193870000Y2987850000Z0;0
SOB_20251217T163546200123Z_FXSUJ5F43VDL;TGB101_10mX4192890000Y2988730000Z0;0
SOB_20251217T163546200254Z_ZKHQ366BPFBH;TGB101_10mX4198090000Y2989890000Z0;0
SOB_20251217T163546200373Z_PUYIWS65MZDK;TGB101_10mX4195630000Y2997590000Z0;0
SOB_20251217T163546200491Z_SMARHDYOPNEM;TGB101_10mX4198070000Y2989940000Z0;0
SOB_20251217T163546200659Z_FL7ONHIMB5FW;TGB101_10mX4196740000Y2989030000Z0;0
SOB_20251217T163546200781Z_BWNR26IM3JBF;TGB101_10mX4198900000Y2986980000Z0;0
SOB_20251217T163546200914Z_SOILTWCBOJBU;TGB101_10mX4190090000Y2988150000Z0;0
SOB_20251217T163546201027Z_XWW65HV2LZE5;TGB101_10mX4190090000Y2988150000Z0;0
SOB_20251217T163546201141Z_KD6DHVQ65BBF;TGB101_10mX4189990000Y2987820000Z0;0
SOB_20251217T163546201253Z_WMNNWBZ5WBEZ;TGB101_10mX4189790000Y2987840000Z0;0
SOB_20251217T163546201370Z_MRQGYQYHLNE3;TGB101_10mX4189710000Y2987860000Z0;0
SOB_20251217T163546201490Z_F7N7EYPT3FDN;TGB101_10mX4189610000Y2987940000Z0;0
SOB_20251217T163546201606Z_DWN6DECEX5DF;TGB101_10mX4189540000Y2988000000Z0;0
SOB_20251217T163546201732Z_BRWBDVBUWZAJ;TGB101_10mX4196730000Y2989170000Z0;0
SOB_20251217T163546201929Z_4YA3PFIXCFAU;TGB101_10mX4196770000Y2989550000Z0;0
SOB_20251217T163546202155Z_554SFZBBL5AZ;TGB101_10mX4195220000Y2979640000Z0;0
SOB_20251217T163546202355Z_PBI4YR6GIBEL;TGB101_10mX4195060000Y2979720000Z0;0
SOB_20251217T163546202604Z_DMDWZWEW5NEY;TGB101_10mX4195340000Y2979230000Z0;0
SOB_20251217T163546202846Z_P6JXWI5NJBFW;TGB101_10mX4195370000Y2979160000Z0;0
SOB_20251217T163546203064Z_SFDUVTYK7BAD;TGB101_10mX4195380000Y2979160000Z0;0
SOB_20251217T163546203285Z_3BCVO2FQQ5GT;TGB101_10mX4195390000Y2979170000Z0;0
SOB_20251217T163546203533Z_CXX2TPF5KBEK;TGB101_10mX4195250000Y2979080000Z0;0
SOB_20251217T163546203725Z_EQG654J33NAN;TGB101_10mX4195010000Y2979110000Z0;0
SOB_20251217T163546203876Z_GPF4PBGVKZDJ;TGB101_10mX4194860000Y2979140000Z0;0
SOB_20251217T163546204006Z_DXBCUFQZ3NA2;TGB101_10mX4194780000Y2979180000Z0;0
SOB_20251217T163546204147Z_JNHYUXDVKNCK;TGB101_10mX4194600000Y2979200000Z0;0
SOB_20251217T163546204270Z_KDWJVGUZJNG4;TGB101_10mX4194580000Y2979180000Z0;0
SOB_20251217T163546204400Z_ZHSD5WILPZGR;TGB101_10mX4194470000Y2979200000Z0;0
SOB_20251217T163546204521Z_MSDYH7U65ZEF;TGB101_10mX4194510000Y2979240000Z0;0
SOB_20251217T163546204650Z_7QBT5MVBEBH6;TGB101_10mX4194280000Y2979260000Z0;0
SOB_20251217T163546204776Z_PL7LKUCJIZDX;TGB101_10mX4194320000Y2979210000Z0;0
SOB_20251217T163546204897Z_WBCSBBDVNBB4;TGB101_10mX4194280000Y2979240000Z0;0
SOB_20251217T163546205017Z_T6IE7TOMTBFO;TGB101_10mX4191120000Y2984560000Z0;0
SOB_20251217T163546205148Z_6CZN6SYTTREB;TGB101_10mX4191190000Y2984520000Z0;0
SOB_20251217T163546205272Z_OSRJ6UTZCFHF;TGB101_10mX4191250000Y2984460000Z0;0
SOB_20251217T163546205392Z_7TNLMZJDFREA;TGB101_10mX4191240000Y2984350000Z0;0
SOB_20251217T163546205517Z_WPY76PF7MFFJ;TGB101_10mX4191130000Y2983850000Z0;0
SOB_20251217T163546205641Z_D7HQS4R72RHR;TGB101_10mX4191120000Y2983720000Z0;0
SOB_20251217T163546205767Z_QR3D4RVWYZH3;TGB101_10mX4191850000Y2984610000Z0;0
SOB_20251217T163546205890Z_ONKBLDVJ7FEN;TGB101_10mX4191940000Y2984570000Z0;0
SOB_20251217T163546206055Z_JUWVRRBEMNFV;TGB101_10mX4191080000Y2984170000Z0;0
SOB_20251217T163546206178Z_JW5Y452X45DT;TGB101_10mX4191040000Y2984110000Z0;0
SOB_20251217T163546206307Z_EIE26BFNL5CZ;TGB101_10mX4191070000Y2983920000Z0;0
SOB_20251217T163546206435Z_NNAF7DAKCZHS;TGB101_10mX4191240000Y2986330000Z0;0
SOB_20251217T163546206553Z_UYASRISBJRD5;TGB101_10mX4191250000Y2986380000Z0;0
SOB_20251217T163546206678Z_GFGP6OT5UBGL;TGB101_10mX4191630000Y2986780000Z0;0
SOB_20251217T163546206800Z_Y2YRJGNAWNFQ;TGB101_10mX4189980000Y2991700000Z0;0
SOB_20251217T163546206926Z_TGH2H4KWTBA3;TGB101_10mX4190250000Y2991430000Z0;0
SOB_20251217T163546207039Z_Y2M3N6NEPNHH;TGB101_10mX4190470000Y2991220000Z0;0
SOB_20251217T163546207166Z_3ZWMH7RMCVDJ;TGB101_10mX4190300000Y2991080000Z0;0
SOB_20251217T163546207276Z_HX4EQYVL6VBH;TGB101_10mX4195980000Y2984790000Z0;0
SOB_20251217T163546207389Z_LCBO3HIIXRBB;TGB101_10mX4197400000Y2984290000Z0;0
SOB_20251217T163546207504Z_JMDVVIASHBAG;TGB101_10mX4192370000Y2978080000Z0;0
SOB_20251217T163546207625Z_UJHRJR3CRJFS;TGB101_10mX4199720000Y2984470000Z0;0
SOB_20251217T163546207742Z_N3E2X247ERCO;TGB101_10mX4194550000Y2986190000Z0;0
SOB_20251217T163546207862Z_LRJ5QTUIAFFT;TGB101_10mX4194660000Y2986200000Z0;0
SOB_20251217T163546207973Z_2NAY3S24ANCM;TGB101_10mX4194960000Y2985880000Z0;0
SOB_20251217T163546208105Z_5BZNAHVF5VDT;TGB101_10mX4197250000Y2985380000Z0;0
SOB_20251217T163546208226Z_BVGNL4MM5NGA;TGB101_10mX4197210000Y2985310000Z0;0
SOB_20251217T163546208347Z_V7K3KJF4RVBP;TGB101_10mX4197280000Y2985120000Z0;0
SOB_20251217T163546208457Z_ZXTDHQ6IMVDC;TGB101_10mX4200870000Y2988790000Z0;0
SOB_20251217T163546208567Z_RJFNQXKPWBGU;TGB101_10mX4200970000Y2988640000Z0;0
SOB_20251217T163546208688Z_C7FFWCZWYZCS;TGB101_10mX4200110000Y2988600000Z0;0
SOB_20251217T163546208799Z_IE6PJ44SVREV;TGB101_10mX4200620000Y2987900000Z0;0
SOB_20251217T163546208908Z_ALFEI74ILJC6;TGB101_10mX4197200000Y2988650000Z0;0
SOB_20251217T163546209030Z_EPVCXGZJX5DO;TGB101_10mX4196510000Y2989000000Z0;0
SOB_20251217T163546209142Z_RSXPTN2EFBEJ;TGB101_10mX4196460000Y2988950000Z0;0
SOB_20251217T163546209253Z_CMOIYN6W2RC6;TGB101_10mX4196340000Y2988990000Z0;0
SOB_20251217T163546209373Z_MLM6T37NUJAL;TGB101_10mX4196550000Y2988770000Z0;0
SOB_20251217T163546209485Z_NJ57HS52WBD5;TGB101_10mX4196700000Y2988540000Z0;0
SOB_20251217T163546209603Z_U5ZF2VROJNGJ;TGB101_10mX4196720000Y2988530000Z0;0
SOB_20251217T163546209721Z_2O7E3ROX7BFY;TGB101_10mX4197160000Y2988300000Z0;0
SOB_20251217T163546209830Z_XDBU4QLK3ND7;TGB101_10mX4197100000Y2988210000Z0;0
SOB_20251217T163546209948Z_UGPOIUCMVZGK;TGB101_10mX4197040000Y2988130000Z0;0
SOB_20251217T163546210120Z_FIRMEN25GVBU;TGB101_10mX4197170000Y2987370000Z0;0
SOB_20251217T163546210352Z_IVGVWWFQYZHU;TGB101_10mX4197220000Y2987380000Z0;0
SOB_20251217T163546210568Z_A6CGFJ7NSNGV;TGB101_10mX4197640000Y2987210000Z0;0
SOB_20251217T163546210778Z_6YQBBTRYJRAK;TGB101_10mX4198250000Y2986940000Z0;0
SOB_20251217T163546210994Z_K2W2EXLL4RDX;TGB101_10mX4198690000Y2986920000Z0;0
SOB_20251217T163546211199Z_X766BXFGBNCK;TGB101_10mX4198860000Y2986110000Z0;0
SOB_20251217T163546211390Z_ZAJW5JU37VDD;TGB101_10mX4199190000Y2986320000Z0;0
SOB_20251217T163546211634Z_ALRZTIFBANGY;TGB101_10mX4198950000Y2986830000Z0;0
SOB_20251217T163546211893Z_YON5J4OW5BEV;TGB101_10mX4199170000Y2986310000Z0;0
SOB_20251217T163702189730Z_FJM75UHCGBDU;TGB101_10mX4196610000Y2989080000Z0;0
SOB_20251217T163702190174Z_DPBYGRMIKZAY;TGB101_10mX4193640000Y2992060000Z0;0
SOB_20251217T163702190385Z_XWEXBLAFGJE7;TGB101_10mX4196450000Y2990320000Z0;0
SOB_20251217T163702190541Z_UZ2FHEOLFBE2;TGB101_10mX4197200000Y2988930000Z0;0
SOB_20251217T163702190689Z_UMS4B53ESNGH;TGB101_10mX4195050000Y2986990000Z0;0
SOB_20251217T163702190842Z_7ZNV2HSFLJG2;TGB101_10mX4195060000Y2990320000Z0;0
SOB_20251217T163702190986Z_5COAA7TCTVBM;TGB101_10mX4190310000Y2992250000Z0;0
SOB_20251217T163702191129Z_HGGKZKK6MBEV;TGB101_10mX4188640000Y2981650000Z0;0
SOB_20251217T163702191273Z_MKTLKHFW55H7;TGB101_10mX4196870000Y2989990000Z0;0
SOB_20251217T163702191453Z_JC3SL3KRZNB7;TGB101_10mX4196720000Y2989070000Z0;0
SOB_20251217T163702191619Z_FP4FSD2KRVDT;TGB101_10mX4189530000Y2991500000Z0;0
SOB_20251217T163702191764Z_3N3NCZRH4RAY;TGB101_10mX4190340000Y2988010000Z0;0
SOB_20251217T163702191907Z_YFEGULTEZFDW;TGB101_10mX4192720000Y2982280000Z0;0
SOB_20251217T163702192049Z_SWYOP364OJDH;TGB101_10mX4192460000Y2989310000Z0;0
SOB_20251217T163702192193Z_IUULYTJADZHO;TGB101_10mX4192460000Y2989310000Z0;0
SOB_20251217T163702192334Z_IEZSZ2TCK5CR;TGB101_10mX4191650000Y2986620000Z0;0
SOB_20251217T163702192481Z_ZD7ILHRZ5JF2;TGB101_10mX4191240000Y2986330000Z0;0
SOB_20251217T163702192622Z_4BO7SBK2UVAG;TGB101_10mX4190260000Y2987750000Z0;0
SOB_20251217T163702192762Z_I4GSGDX3WVB2;TGB101_10mX4195210000Y2993490000Z0;0
SOB_20251217T163702192905Z_7WPLVDERKBEE;TGB101_10mX4183680000Y2993860000Z0;0
SOB_20251217T163702193045Z_PUOKXJP3RJHO;TGB101_10mX4190470000Y2988960000Z0;0
SOB_20251217T163702193197Z_KHADQCEE75BX;TGB101_10mX4194420000Y2990880000Z0;0
SOB_20251217T163702193340Z_UGT6VEYWXFFV;TGB101_10mX4198940000Y2986900000Z0;0
SOB_20251217T163702193480Z_25GWBUSHM5F4;TGB101_10mX4187000000Y2979440000Z0;0
SOB_20251217T163702193625Z_6GUBUQUTAJGO;TGB101_10mX4192250000Y2989310000Z0;0
SOB_20251217T163702193767Z_V36PNQFWTZBE;TGB101_10mX4196000000Y2988840000Z0;0
SOB_20251217T163702193915Z_IW74OXCOABCG;TGB101_10mX4202730000Y2971750000Z0;0
SOB_20251217T163702194059Z_4OGQG7KGDZAK;TGB101_10mX4194320000Y2989090000Z0;0
SOB_20251217T163702194201Z_2W4W3VLAQNBB;TGB101_10mX4196500000Y2989030000Z0;0
SOB_20251217T163702194343Z_FHNEUZ6T65G6;TGB101_10mX4195080000Y2991270000Z0;0
SOB_20251217T163702194483Z_XPVJXNXFIBCZ;TGB101_10mX4196360000Y2989450000Z0;0
SOB_20251217T163702194625Z_75KXZUB32VFN;TGB101_10mX4196310000Y2990200000Z0;0
SOB_20251217T163702194772Z_UHJ2I2XCNRCF;TGB101_10mX4199180000Y2987080000Z0;0
SOB_20251217T163702194914Z_2RPXTRXGJFAP;TGB101_10mX4195140000Y2988010000Z0;0
SOB_20251217T163702195061Z_2V25Q5A7YVA5;TGB101_10mX4193240000Y2990780000Z0;0
SOB_20251217T163702195204Z_2T5BXE5VPNBK;TGB101_10mX4197630000Y2984700000Z0;0
SOB_20251217T163702195354Z_BY2KNDAQGBHW;TGB101_10mX4196310000Y2989770000Z0;0
SOB_20251217T163702195515Z_ZEOIROJZWVCV;TGB101_10mX4195480000Y2990470000Z0;0
